Category,Depth,Page Count
People involved in religion,2,0
Lists of people associated with religion,3,23
People by religion,3,0
People by religious text,3,0
Theological views of individuals,3,11
Biographical books about religious figures,3,12
Biographical films about religious figures,3,7
Historicity of religious figures,3,14
Religion academics,3,54
Alumni of religious educational institutions,3,0
Critics of religions,3,234
Deified people,3,2
Esotericists,3,63
Former atheists and agnostics,3,39
People in interfaith dialogue,3,44
Kabbalists,3,183
Members of religious organizations,3,0
Precursors in religion,3,7
Religious quartets,3,5
Religious workers,3,0
Saints,3,22
Self-declared mahdi,3,13
Self-declared messiahs,3,83
Septets in religion,3,6
Spiritual mediums,3,12
Stigmatics,3,61
Images of religious figures,3,0
Religious biography stubs,3,69
Religious pluralism,2,72
Ancient Roman religion,3,122
Interfaith dialogue,3,37
Jews and Judaism and pluralism,3,5
Interfaith marriage,3,21
Quotations from religion,2,20
Biblical phrases,3,127
Latin religious words and phrases,3,144
Religious formulas,3,17
Sayings of Jesus,3,44
Relationships between religions,2,5
Interfaith dialogue,3,37
Relationships between religious denominations,3,1
Religious perspectives on Jesus,3,12
Religious perspectives on Muhammad,3,6
Bahá'í Faith and other religions,3,8
Buddhism and other religions,3,9
Christianity and other religions,3,21
Druze and other religions,3,3
Gnosticism and other religions,3,2
Hinduism and other religions,3,12
Islam and other religions,3,48
Jainism and other religions,3,9
Judaism and other religions,3,12
Paganism and other religions,3,0
Sikhism and other religions,3,4
Theosophy and other religions,3,3
Zoroastrianism and other religions,3,4
Religious belief and doctrine,2,49
Religious belief and doctrine by religion,3,0
Religious views by individual,3,29
Aniconism,3,18
Animism,3,16
Atonement,3,5
Commandments,3,15
Religious cosmologies,3,62
Deities,3,12
Desecration,3,6
Destiny,3,23
Divinity,3,21
Dogma,3,9
Eschatology,3,20
Esotericism,3,64
Religious ethics,3,38
Faith,3,10
Good and evil,3,20
Heresy,3,9
Historicity of religion,3,2
Holiness,3,16
Karma,3,3
Religious law,3,41
Messianism,3,34
Miracles,3,17
Mythology,3,50
Religious perspectives on Jesus,3,12
Resurrection,3,17
Revelation,3,22
Sainthood,3,13
Sin,3,13
Spirits,3,21
Spiritualism,3,25
Statements of faith,3,4
Theology,3,46
Extinct religious groups,2,8
Bogomilism,3,16
Catharism,3,67
Early Jewish Christian sects,3,6
Greco-Roman mysteries,3,12
Heaven's Gate (religious group),3,11
Extinct Islamic sects,3,6
Extinct Jewish sects,3,8
Mithraism,3,16
Sabbateans,3,31
Religion and society,2,26
Religion and society by country,3,0
Shinto and society,3,6
Buddhism and society,3,20
Christianity and society,3,24
Hinduism and society,3,8
Islam and society,3,14
Jainism and society,3,2
Judaism and society,3,31
Latter Day Saint movement and society,3,12
Modern paganism and society,3,3
Scientology and society,3,8
Sikhism and society,3,0
Zoroastrianism and society,3,0
Adoption and religion,3,14
Animals in religion,3,18
Religion and the arts,3,6
Religion and atheism,3,16
Censorship by religion,3,1
Religion and children,3,17
Religious controversies,3,16
Cults,3,122
Religion in culture,3,1
Religion and death,3,23
Religious discrimination,3,24
Economy and religion,3,11
Religion and education,3,44
Environment and religion,3,3
Religious ethics,3,38
Feminism and spirituality,3,13
Freemasonry and religion,3,5
Gender and religion,3,8
Religion and government,3,15
Religion and health,3,18
Interfaith dialogue,3,37
Religion journalists,3,26
Religion and music,3,0
New religious movements,3,220
Nudity in religion,3,9
Religious organizations,3,12
Religion and peace,3,16
Prison religion,3,9
Relationships between religions,3,5
Religion and social class,3,0
Religious scandals,3,55
Religion and science,3,72
Sexuality and religion,3,21
Slavery and religion,3,4
Sociology of religion,3,75
Religion and sports,3,8
Religion and technology,3,4
Treasures in religion,3,8
Religion and violence,3,16
Spirituality,2,92
Anthroposophy,3,46
Austronesian spirituality,3,51
Buddhist devotion,3,12
Catholic spirituality,3,126
A Course in Miracles,3,6
Eastern Christian spirituality,3,0
Esotericism,3,64
Spiritual evolution,3,19
Spiritual faculties,3,13
Faith,3,10
Feminist spirituality,3,30
Films about spirituality,3,21
Spiritual gifts,3,16
Gnosticism,3,69
Literature about spirituality,3,9
Meditation,3,169
Mind–body interventions,3,77
Mysticism,3,62
Neo-Vedanta,3,52
Neurotheology,3,14
New Age,3,39
Nonduality,3,62
Spiritual organizations,3,50
Spiritual philosophy,3,4
Spiritual practice,3,73
Reiki,3,5
Spiritual retreats,3,60
Sacred natural sites,3,33
Shamanism,3,36
Spiritual teachers,3,75
Transpersonal psychology,3,11
Spiritual websites,3,1
Spiritual writers,3,19
Yoga,3,24
Spirituality stubs,3,33
Superlatives in religion,2,23
Religion-related lists of superlatives,3,5
Supernatural,2,9
Paranormal,3,40
Supernatural books,3,19
Channelled entities,3,6
Supernatural fiction,3,25
Supernatural healing,3,68
Supernatural legends,3,171
Magic (supernatural),3,114
Miracles,3,17
Revelation,3,22
Time in religion,2,18
Time in Buddhism,3,4
Canonical hours,3,6
Time and fate deities,3,8
Eschatology,3,20
Time in Hinduism,3,8
Liturgical calendar,3,8
Origin myths,3,47
Sabbath,3,15
Sacred places and times in Catholic canon law,3,8
Religion stubs,2,130
Religious biography stubs,3,69
Religious building and structure stubs,3,28
Deity stubs,3,304
Religious festival stubs,3,72
Religious mass media stubs,3,50
Religious organization stubs,3,57
Religious studies stubs,3,69
Traditional African religions stubs,3,15
Brazil religion stubs,3,31
China religion stubs,3,5
Indian religion stubs,3,16
Japan religion stubs,3,86
Korea religion stubs,3,63
Scotland religion stubs,3,52
Vietnam religion stubs,3,31
Afro-American religion stubs,3,20
Atheism stubs,3,47
Bahá'í stubs,3,46
Buddhism stubs,3,251
Christianity stubs,3,420
Confucianism stubs,3,33
Creationism stubs,3,21
Ancient Greek religion stubs,3,20
Hinduism stubs,3,299
Islam stubs,3,382
Jainism stubs,3,127
Judaism stubs,3,206
Mandaeism stubs,3,74
Manichaeism stubs,3,15
Neopaganism stubs,3,25
New Age stubs,3,14
Occult stubs,3,150
Paganism stubs,3,21
Scientology stubs,3,21
Shinto stubs,3,243
Sikhism stubs,3,197
Taoism stubs,3,52
Unitarianism stubs,3,27
Unitarian Universalism stubs,3,23
Zoroastrianism stubs,3,42
Religion and belief stub templates,3,82
Wikipedia categories named after religious figures,2,0
Akhenaten,3,14
Wikipedia categories named after Bahá'í figures,3,0
Wikipedia categories named after Buddhist figures,3,0
Wikipedia categories named after Christian figures,3,0
Confucius,3,13
Mary Baker Eddy,3,11
Wikipedia categories named after Hindu religious leaders,3,0
L. Ron Hubbard,3,23
Wikipedia categories named after Islamic figures,3,0
Wikipedia categories named after Judaism figures,3,0
Mahavira,3,1
Charles Manson,3,15
Sitting Bull,3,9
Wikipedia categories named after Theosophy figures,3,0
Science,1,10
Science in society,2,102
Science activism,3,10
Science and technology awards,3,142
Berkeley Open Infrastructure for Network Computing projects,3,60
Biology in society,3,0
Citizen science,3,113
Science communication,3,31
Scientific controversies,3,29
Science and culture,3,13
Science education,3,113
Ethics of science and technology,3,77
Science events,3,16
Evidence-based practices,3,48
Humour in science,3,15
Science and law,3,19
Scientific misconduct,3,29
Science museums,3,28
Physics in society,3,0
Politics of science,3,31
Religion and science,3,72
Research funding agencies,3,21
Sociology of science,3,26
Science studies,3,55
Science writing,3,9
Scientists,2,1
Scientists by city,3,0
Scientists by continent,3,0
Scientists by ethnicity,3,0
Scientists by field,3,0
Scientists by institution,3,0
Scientists by nationality,3,1
Scientists by period,3,0
Scientists by religion,3,0
LGBT scientists,3,4
Women scientists,3,8
Social scientists,3,0
Scientists with disabilities,3,69
Fictional scientists,3,127
Lists of scientists,3,10
Lists of things named after scientists,3,21
Works about scientists,3,2
Amateur scientists,3,3
Science and technology award winners,3,3
Cultural depictions of scientists,3,9
Executed scientists,3,5
Scientific families,3,12
Independent scientists,3,40
Monuments and memorials to scientists,3,10
Images of scientists,3,0
Scientist stubs,3,91
Wikipedia categories named after scientists,3,0
Science-related lists,2,96
Indexes of science articles,3,39
Pseudoscience-related lists,3,4
Science-related lists by country,3,0
Glossaries of science,3,45
Social sciences lists,3,0
Lists of science lists,3,15
Archaeology-related lists,3,66
Astronomy-related lists,3,27
Lists of science and technology awards,3,29
Biology-related lists,3,112
Chemistry-related lists,3,104
Climate change-related lists,3,20
Lists of colors,3,14
Computing-related lists,3,126
Forestry-related lists,3,24
Geodesy-related lists,3,4
Geography-related lists,3,118
Geology-related lists,3,57
Geophysics lists,3,6
Hydrology lists,3,5
Incomplete science lists,3,9
Lists of inventors,3,27
Linguistics lists,3,45
Mathematics-related lists,3,227
Meteorology lists,3,8
Nature-related lists,3,26
Number-related lists,3,15
Lists of scientific organizations,3,31
Paleontology lists,3,13
Philosophy-related lists,3,4
Physics-related lists,3,62
Psychology lists,3,56
Lists of publications in science,3,23
Lists of research topics,3,3
Lists of scientists,3,10
Soil science-related lists,3,10
Lists of standards,3,49
Statistics-related lists,3,43
Lists of symbols,3,47
Lists of things named after scientists,3,21
Lists of unsolved problems,3,16
Works about science,2,3
Academic works about science,3,3
Science blogs,3,27
Books about science,3,16
Science docudramas,3,45
Documentaries about science,3,4
Films about science,3,11
Science and technology magazines,3,61
Science podcasts,3,50
Songs about science,3,19
Science websites,3,29
Works about mathematics,3,6
Works about scientists,3,2
Works about astronomy,3,11
Works about biology,3,1
Works about chemistry,3,0
Works about forensics,3,1
Works about geology,3,0
Works about the history of science,3,0
Works about neurology,3,3
Philosophy of science works,3,0
Works about physics,3,1
Science writing,3,9
Television episodes about science,3,1
Science education television series,3,111
Works about psychology,3,14
Scientific terminology,2,24
Social sciences terminology,3,10
Scientific nomenclature,3,5
Anatomical terminology,3,33
Biology terminology,3,100
Environmental terminology,3,94
Geology terminology,3,33
Mathematical terminology,3,112
Oceanographical terminology,3,111
Scientific suffixes,3,6
Branches of science,2,5
Applied sciences,3,31
Formal sciences,3,36
Natural sciences,3,10
Social sciences,3,59
Scientific disciplines,2,1
History of science by discipline,3,45
Philosophy of science by discipline,3,4
Scientists by field,3,0
Web science,3,4
Science books,2,174
Books about science,3,16
Encyclopedias of science,3,59
Science textbooks,3,3
Books by Georgius Agricola,3,2
Biology books,3,93
Books by Stephen Jay Gould,3,20
Astronomy books,3,110
Chemistry books,3,23
